GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM
30011,"Carter County, Montana",1295,625,670,30659,951,138,18,2,5,1273,91,114,205,160,50,110,620,14
30003,"Big Horn County, Montana",13214,6522,6692,17905,7537,763,295,38,90,13075,2632,2496,5128,3615,1696,1919,4748,61
30047,"Lake County, Montana",29311,14418,14893,24348,19912,3084,1273,389,221,29144,3426,3128,6554,6206,3099,3107,11608,70
30049,"Lewis and Clark County, Montana",65989,32839,33150,31252,46073,11169,4436,1173,494,65349,3144,2650,5794,7786,3780,4006,33306,204
41015,"Curry County, Oregon",22364,10915,11449,26925,17756,2596,1075,323,192,22224,1217,1006,2223,3382,1424,1958,7472,97
41021,"Gilliam County, Oregon",1913,969,944,24178,1337,168,57,3,0,1905,169,114,283,213,124,89,701,11
41027,"Hood River County, Oregon",22842,11495,11347,29595,15336,2945,1123,326,222,22758,1648,1325,2973,3006,1369,1637,10788,179
41037,"Lake County, Oregon",7799,4196,3603,21005,5837,721,205,70,15,7286,407,386,793,1280,616,664,2862,28
41051,"Multnomah County, Oregon",778193,385176,393017,34848,557727,144518,63821,19111,10591,772975,45535,34681,80216,130564,61392,69172,396494,3127
42103,"Pike County, Pennsylvania",56210,28092,28118,31156,40619,6187,3197,588,303,55807,2577,2116,4693,5672,2481,3191,23851,133
42109,"Snyder County, Pennsylvania",40246,19942,20304,24961,26610,2824,1043,322,249,39933,2838,2686,5524,4230,1797,2433,19076,149
42115,"Susquehanna County, Pennsylvania",41832,21060,20772,27823,30528,3175,1513,186,239,41534,2425,1809,4234,5320,2411,2909,18324,67
42039,"Crawford County, Pennsylvania",87027,42542,44485,24716,59938,7481,3552,619,715,85546,5038,4860,9898,12077,5557,6520,37077,324
42049,"Erie County, Pennsylvania",279133,137741,141392,26361,187749,33251,12946,2586,1839,273663,10796,8106,18902,44452,19940,24512,126154,633
42057,"Fulton County, Pennsylvania",14653,7386,7267,25273,10406,838,485,33,36,14610,669,524,1193,1624,704,920,6606,31
42067,"Juniata County, Pennsylvania",24811,12361,12450,24068,17397,1447,772,37,60,24560,1722,1593,3315,2926,1310,1616,11059,50
42107,"Schuylkill County, Pennsylvania",145503,74295,71208,25224,106162,10232,4663,894,471,138710,5984,4986,10970,18029,7999,10030,61998,316
42131,"Wyoming County, Pennsylvania",27975,14051,13924,28046,19704,2361,1044,164,96,27729,1079,990,2069,2817,1099,1718,12807,52
42001,"Adams County, Pennsylvania",101759,50232,51527,29685,70701,9033,4932,776,719,100483,3994,3453,7447,9117,4024,5093,49601,172
53053,"Pierce County, Washington",832896,413477,419419,31157,552099,92646,34167,8414,5008,810962,42908,36300,79208,103562,46121,57441,381957,2798
53021,"Franklin County, Washington",87810,45747,42063,22125,49890,5095,2118,289,388,85683,7957,6854,14811,14019,6475,7544,36851,191
53071,"Walla Walla County, Washington",59809,30670,29139,26651,39044,6902,3086,664,506,56472,3552,2587,6139,8971,4136,4835,25926,141
53073,"Whatcom County, Washington",209729,103878,105851,29186,136697,29211,10408,2517,2469,208060,11267,9326,20593,32649,14841,17808,98326,872
54023,"Grant County, West Virginia",11770,5908,5862,21705,8544,666,398,84,49,11662,432,324,756,1525,652,873,4745,8
54027,"Hampshire County, West Virginia",23455,12082,11373,21771,16920,1202,639,60,20,22957,1831,1129,2960,3864,1923,1941,8864,0
54009,"Brooke County, West Virginia",23473,11407,12066,25630,16845,2147,952,144,99,23274,1029,804,1833,2851,1293,1558,10226,39
54017,"Doddridge County, West Virginia",8363,4483,3880,21164,5945,580,216,69,16,7749,621,389,1010,1186,491,695,2682,56
54031,"Hardy County, West Virginia",13942,6935,7007,23446,10171,1028,315,68,80,13884,811,693,1504,1897,783,1114,6051,0
54049,"Marion County, West Virginia",56716,27861,28855,25205,38917,5584,2306,313,288,56351,2515,2489,5004,9222,4324,4898,24944,77
54059,"Mingo County, West Virginia",25549,12539,13010,19272,17988,1022,645,59,58,25466,1360,1133,2493,6594,2856,3738,6952,0
54029,"Hancock County, West Virginia",30024,14559,15465,25157,22077,2764,989,204,53,29788,1469,1496,2965,4286,1853,2433,13176,190
54051,"Marshall County, West Virginia",32296,15904,16392,24043,23340,2482,1035,199,49,31904,1608,1338,2946,4600,1839,2761,13184,48
54067,"Nicholas County, West Virginia",25743,12552,13191,22101,18606,1631,843,186,184,25599,967,1166,2133,4486,1896,2590,9582,146
54093,"Tucker County, West Virginia",6922,3444,3478,22385,5188,401,289,27,20,6748,281,296,577,899,394,505,2967,11
54095,"Tyler County, West Virginia",9000,4481,4519,24599,6541,614,226,33,26,8924,599,682,1281,1663,636,1027,3249,5
54087,"Roane County, West Virginia",14513,7145,7368,20723,10339,784,290,40,94,14418,692,576,1268,2870,1267,1603,4493,54
54091,"Taylor County, West Virginia",16949,8602,8347,23683,12271,1507,639,71,56,16508,880,556,1436,2729,1349,1380,6859,216
54107,"Wood County, West Virginia",86262,41616,44646,26717,61176,7871,3361,791,372,85759,4638,3481,8119,14747,6155,8592,36143,242
54021,"Gilmer County, West Virginia",8497,5080,3417,18207,6020,562,261,37,102,7029,420,417,837,1741,891,850,2653,65
54053,"Mason County, West Virginia",27060,13057,14003,21094,19476,1595,538,79,2,26431,938,1066,2004,4970,2326,2644,8889,44
54063,"Monroe County, West Virginia",13496,6682,6814,22830,9909,867,373,42,42,13368,753,683,1436,2283,864,1419,4863,7
54073,"Pleasants County, West Virginia",7612,4013,3599,24605,5528,429,303,5,7,7030,260,227,487,1187,598,589,2923,9
54011,"Cabell County, West Virginia",96623,47314,49309,24646,64310,9054,5231,1459,1066,95192,5410,4148,9558,20249,9324,10925,39146,730
54037,"Jefferson County, West Virginia",55531,27512,28019,33241,37690,7014,3306,460,484,55221,2524,1865,4389,5884,2422,3462,26419,115
54045,"Logan County, West Virginia",35166,17402,17764,21074,25308,1470,560,191,29,34604,2107,1721,3828,6986,2957,4029,10676,41
54071,"Pendleton County, West Virginia",7291,3674,3617,23697,5462,425,292,51,29,7125,342,318,660,1307,612,695,2744,0
54033,"Harrison County, West Virginia",68775,33599,35176,27162,48789,6879,2689,619,335,68180,3379,2681,6060,10743,5028,5715,29359,547
54069,"Ohio County, West Virginia",43257,20831,22426,29769,30333,5751,2477,655,253,42697,1888,1774,3662,6626,2927,3699,19573,64
54013,"Calhoun County, West Virginia",7482,3685,3797,19696,5441,477,150,21,0,7459,451,585,1036,1176,523,653,2449,24
54065,"Morgan County, West Virginia",17514,8678,8836,24026,12925,1401,731,50,101,17350,1044,995,2039,1962,772,1190,7236,115
54081,"Raleigh County, West Virginia",78051,39244,38807,23435,55687,6793,2618,492,204,75249,4398,3835,8233,13173,5926,7247,28276,334
54079,"Putnam County, West Virginia",56743,27863,28880,30690,39868,5854,3255,593,273,56376,2410,1826,4236,5546,2156,3390,25267,47
54001,"Barbour County, West Virginia",16892,8175,8717,20762,11405,942,431,41,49,16732,987,741,1728,3657,1814,1843,6349,30
54047,"McDowell County, West Virginia",20273,10323,9950,13985,15029,444,231,79,20,18827,1382,1376,2758,7076,3262,3814,4242,14
54099,"Wayne County, West Virginia",41237,20050,21187,20582,29149,2237,1202,255,60,41093,2296,2184,4480,8566,3959,4607,14130,146
54035,"Jackson County, West Virginia",29199,14443,14756,23246,20621,2220,1070,185,171,29020,1184,1095,2279,4315,1905,2410,10798,86
28133,"Sunflower County, Mississippi",27424,14350,13074,14427,17856,1710,647,83,85,23725,2387,2200,4587,8109,3408,4701,8293,107
28001,"Adams County, Mississippi",31747,15901,15846,17721,22155,2502,1115,254,134,29327,2690,2108,4798,8905,3755,5150,10531,70
28033,"DeSoto County, Mississippi",170890,82763,88127,28316,110504,17748,6170,1052,654,170001,9896,9188,19084,16948,7039,9909,83011,421
42045,"Delaware County, Pennsylvania",562316,270171,292145,36747,377935,80492,40374,10388,7764,554885,21247,17765,39012,58737,25197,33540,264512,1601
42111,"Somerset County, Pennsylvania",76201,39529,36672,23877,56543,5746,2189,534,276,71439,3106,2767,5873,8993,3596,5397,32136,267
29123,"Madison County, Missouri",12403,6087,6316,20081,8576,754,222,29,47,12223,783,765,1548,1978,762,1216,5025,95
29217,"Vernon County, Missouri",20836,10209,10627,22369,13921,1387,642,183,48,20363,1795,1681,3476,3499,1544,1955,9065,99
29147,"Nodaway County, Missouri",23026,11399,11627,21056,12566,1747,862,251,278,22183,1231,1201,2432,5046,2251,2795,11123,83
29041,"Chariton County, Missouri",7615,3769,3846,23463,5378,557,251,17,23,7396,274,276,550,1130,545,585,3272,33
29223,"Wayne County, Missouri",13341,6640,6701,18897,9626,843,188,40,70,13195,978,902,1880,3003,1313,1690,4542,31
29201,"Scott County, Missouri",38994,18943,20051,22939,26422,2255,1069,253,95,38509,2379,2543,4922,7467,3230,4237,17060,86
29011,"Barton County, Missouri",12075,5991,6084,24628,8154,913,243,76,6,11955,720,640,1360,2722,1201,1521,4962,17
29039,"Cedar County, Missouri",13932,6940,6992,20228,9669,950,330,112,44,13788,1178,1043,2221,3171,1678,1493,5050,35
29073,"Gasconade County, Missouri",14875,7389,7486,25963,10646,1169,486,51,40,14608,642,554,1196,2074,979,1095,6493,12
29121,"Macon County, Missouri",15399,7595,7804,20890,10626,1203,395,56,27,15130,939,850,1789,2845,1285,1560,6369,81
29149,"Oregon County, Missouri",10922,5384,5538,18309,7707,615,290,18,45,10787,848,916,1764,2809,1232,1577,3941,91
29186,"Ste. Genevieve County, Missouri",17937,9037,8900,26418,12420,1143,470,62,57,17729,415,720,1135,2561,985,1576,8267,54
29067,"Douglas County, Missouri",13467,6749,6718,18095,9663,590,276,34,11,13346,1158,1112,2270,2704,1380,1324,4887,31
29083,"Henry County, Missouri",21930,10847,11083,24371,15554,1674,609,86,37,21692,1598,1259,2857,4575,2190,2385,9027,87
29109,"Lawrence County, Missouri",38204,19079,19125,21022,25512,2871,1088,134,42,37621,3055,2780,5835,6803,3123,3680,15751,251
29169,"Pulaski County, Missouri",53302,30338,22964,21716,28651,4528,2031,130,152,39900,2542,2302,4844,6372,2817,3555,28210,97
29215,"Texas County, Missouri",25690,13201,12489,17918,17760,1642,615,91,48,24195,2178,1926,4104,6301,3149,3152,8746,34
29027,"Callaway County, Missouri",44693,22841,21852,24208,30003,4175,1523,206,235,42137,2002,2298,4300,5354,2242,3112,19465,396
29053,"Cooper County, Missouri",17613,9266,8347,22371,12030,1681,624,120,40,16048,866,741,1607,2137,959,1178,7740,52
29075,"Gentry County, Missouri",6745,3242,3503,20903,4590,643,202,22,25,6583,374,358,732,1039,481,558,2975,27
29133,"Mississippi County, Missouri",14112,7568,6544,17918,9865,812,230,84,0,12385,1113,1072,2185,3752,1471,2281,4912,24
29153,"Ozark County, Missouri",9450,4739,4711,17857,7070,479,236,66,30,9393,776,710,1486,2546,1176,1370,3047,20
29017,"Bollinger County, Missouri",12282,6181,6101,20687,8594,562,212,8,30,12194,728,638,1366,2881,1291,1590,4658,13
29103,"Knox County, Missouri",3997,2025,1972,22171,2714,287,98,14,22,3920,386,401,787,786,377,409,1646,7
29139,"Montgomery County, Missouri",11820,5885,5935,21757,8298,716,352,21,32,11486,651,571,1222,1999,858,1141,4966,26
29207,"Stoddard County, Missouri",29788,14509,15279,21684,20830,1833,800,121,73,29383,2098,1804,3902,4848,1936,2912,11985,167
29007,"Audrain County, Missouri",25868,11710,14158,21226,17659,1419,599,144,62,24034,1786,1307,3093,4193,1954,2239,10584,244
29077,"Greene County, Missouri",285449,139153,146296,25529,185485,35508,14165,3247,2507,281556,19829,16700,36529,51145,22063,29082,134341,1041
29185,"St. Clair County, Missouri",9444,4750,4694,20827,7014,455,243,67,38,9199,841,718,1559,2052,952,1100,3251,91
29197,"Schuyler County, Missouri",4396,2155,2241,19882,2901,206,125,26,7,4345,454,328,782,951,452,499,1872,27
29029,"Camden County, Missouri",44152,21895,22257,25492,32899,4458,1867,417,272,43703,3512,3661,7173,7943,3572,4371,16772,179
29099,"Jefferson County, Missouri",222453,110600,111853,27443,151205,18769,7426,837,837,220838,11218,9936,21154,24089,11000,13089,106506,285
29143,"New Madrid County, Missouri",18229,8758,9471,20261,12554,839,525,23,7,17864,1602,1767,3369,4370,1930,2440,6861,34
29173,"Ralls County, Missouri",10225,5191,5034,24687,7264,616,246,52,9,10165,565,523,1088,1268,572,696,4791,17
30017,"Custer County, Montana",11980,5999,5981,28501,8317,1254,297,56,44,11741,595,527,1122,1289,561,728,6251,32
30075,"Powder River County, Montana",1648,811,837,31211,1266,281,28,0,12,1616,84,135,219,124,59,65,946,5
30085,"Roosevelt County, Montana",11230,5525,5705,18030,6407,684,191,24,8,11003,1586,1310,2896,2953,1381,1572,3644,16
30051,"Liberty County, Montana",2292,1137,1155,36525,1641,259,30,6,7,2270,148,132,280,349,146,203,971,6
30083,"Richland County, Montana",11392,5864,5528,33709,7576,990,327,58,20,11392,912,797,1709,981,474,507,5956,37
30101,"Toole County, Montana",5114,2919,2195,26354,3648,414,62,59,1,4481,415,341,756,747,363,384,2294,10
30019,"Daniels County, Montana",1787,878,909,36108,1315,245,56,7,4,1756,35,57,92,84,34,50,957,0
28113,"Pike County, Mississippi",39939,18925,21014,17470,25466,2523,1178,127,169,39330,2999,3093,6092,12290,5136,7154,13794,511
30045,"Judith Basin County, Montana",1981,1034,947,28709,1554,420,59,4,4,1981,86,124,210,249,131,118,963,0
30023,"Deer Lodge County, Montana",9176,4883,4293,25107,6843,717,288,64,19,8628,709,474,1183,1785,856,929,3749,31
30055,"McCone County, Montana",1678,914,764,28230,1242,182,11,8,3,1656,63,30,93,175,102,73,834,2
30087,"Rosebud County, Montana",9348,4629,4719,23832,5794,871,201,26,50,9269,839,1029,1868,1813,864,949,4057,42
30021,"Dawson County, Montana",9431,4975,4456,29130,6517,935,234,60,3,9107,470,417,887,1365,810,555,4667,24
30007,"Broadwater County, Montana",5692,2928,2764,32268,4161,801,299,12,24,5646,398,289,687,471,194,277,2473,65
42023,"Cameron County, Pennsylvania",4807,2432,2375,24933,3632,425,85,38,18,4764,170,127,297,602,206,396,2109,10
42017,"Bucks County, Pennsylvania",626220,307068,319152,41924,442193,102554,49864,9683,7478,620342,18228,14639,32867,36635,14836,21799,316987,1512
42077,"Lehigh County, Pennsylvania",358792,174829,183963,30988,243937,43341,20083,3911,3182,353896,17634,14032,31666,45552,19855,25697,169221,1058
42031,"Clarion County, Pennsylvania",38939,18983,19956,23595,26119,3349,1551,254,298,38523,1971,1512,3483,6941,3100,3841,16593,160
42059,"Greene County, Pennsylvania",37669,19556,18113,25574,26768,2968,1352,113,206,34686,1248,1172,2420,5141,2222,2919,14262,161
42079,"Luzerne County, Pennsylvania",318917,157130,161787,26809,226781,30966,14166,2932,1947,311082,13154,10401,23555,48174,21222,26952,144267,676
16069,"Nez Perce County, Idaho",39995,19821,20174,26799,27701,4399,1237,347,166,39335,2568,2288,4856,5266,2569,2697,18105,83
16053,"Jerome County, Idaho",22694,11491,11203,19329,13618,1454,336,103,49,22567,2861,2383,5244,3786,1633,2153,9363,43
16055,"Kootenai County, Idaho",147716,73116,74600,28275,100600,16066,5565,1615,881,146447,9868,9667,19535,18412,8119,10293,65013,657
16061,"Lewis County, Idaho",3826,1906,1920,23285,2710,321,104,4,5,3772,297,364,661,598,249,349,1530,19
16067,"Minidoka County, Idaho",20331,10251,10080,21887,12667,1334,412,117,22,20253,2491,2224,4715,3584,1499,2085,9117,56
16083,"Twin Falls County, Idaho",80955,39915,41040,22723,51370,6333,1942,746,300,80017,6348,5643,11991,12417,5671,6746,36831,350
06073,"San Diego County, California",3253356,1635137,1618219,34350,2161760,487026,199234,58066,44596,3154251,206057,179882,385939,444024,206662,237362,1536747,12269
06107,"Tulare County, California",455769,227963,227806,18962,263099,24659,8033,2901,1220,451619,37969,29158,67127,127130,61486,65644,165799,2009
06113,"Yolo County, California",209671,102268,107403,30615,122238,25078,12765,4541,6541,208157,11017,8631,19648,38898,18187,20711,91743,474
06023,"Humboldt County, California",135182,67449,67733,25208,90903,17031,5389,1872,1366,134149,10478,8788,19266,27641,13446,14195,57607,275
06057,"Nevada County, California",98639,48833,49806,35581,74327,16694,6092,1966,818,97667,6227,4684,10911,11835,5434,6401,40067,454
06003,"Alpine County, California",1184,692,492,27448,790,140,67,8,20,1184,121,54,175,221,106,115,401,1
06039,"Madera County, California",153366,74035,79331,19975,95172,8636,2558,784,518,145553,12270,8531,20801,32043,14454,17589,47613,689
06045,"Mendocino County, California",87409,43634,43775,27093,61660,9665,3374,1139,669,86630,6449,4482,10931,17366,8005,9361,35629,75
06087,"Santa Cruz County, California",270931,134367,136564,36388,175387,40953,18085,4872,4476,269538,15491,12109,27600,39211,17568,21643,128893,3304
06105,"Trinity County, California",13180,6752,6428,23575,10187,1594,339,72,39,12996,1230,905,2135,2607,1334,1273,4590,72
06037,"Los Angeles County, California",10057155,4954616,5102539,30798,6712079,1348250,474729,155849,86083,9988629,867025,718412,1585437,1764081,805455,958626,4591360,50285
06065,"Riverside County, California",2323892,1156126,1167766,25700,1468896,198192,79849,20311,12893,2301893,183509,154958,338467,376689,174616,202073,923845,8037
06071,"San Bernardino County, California",2106754,1047925,1058829,22867,1293779,162213,63738,14542,9429,2059141,154411,135858,290269,392195,177523,214672,834181,4848
06085,"Santa Clara County, California",1885056,949223,935833,48689,1284765,342701,208794,34369,44998,1876213,80071,64182,144253,172213,79442,92771,912304,7520
06041,"Marin County, California",259358,126745,132613,66748,189717,61100,28898,12285,6010,254546,9025,7206,16231,20445,9631,10814,127178,735
06061,"Placer County, California",370571,180790,189781,39734,256598,63509,21583,6611,2986,367805,16085,12241,28326,31932,15094,16838,163251,1282
06093,"Siskiyou County, California",43668,21713,21955,24605,31725,4715,1640,491,183,43514,2383,1908,4291,9524,4520,5004,15770,108
06089,"Shasta County, California",179228,87903,91325,26455,125235,16539,5537,2228,857,177820,11305,9242,20547,30945,14031,16914,69150,424
06095,"Solano County, California",429596,213518,216078,31934,289265,50923,14765,4536,2445,416581,21048,17165,38213,53265,23732,29533,189124,1147
06015,"Del Norte County, California",27628,15168,12460,20809,19394,1688,678,311,214,24148,1384,1221,2605,5219,2282,2937,8396,62
06021,"Glenn County, California",27976,14216,13760,21029,17855,1703,357,147,62,27665,2197,1818,4015,5578,2456,3122,10138,95
06007,"Butte County, California",223877,110926,112951,26304,144395,25225,8002,2915,1611,221452,13358,10356,23714,46456,22614,23842,87941,576
06063,"Plumas County, California",18754,9484,9270,32056,14499,1828,988,271,94,18597,1139,769,1908,2346,1003,1343,7189,41
06079,"San Luis Obispo County, California",278680,141572,137108,33972,184345,39994,15020,4296,3476,272052,15205,12286,27491,37208,17548,19660,127442,701
06029,"Kern County, California",871337,447079,424258,21716,518804,54412,18553,5182,3122,842403,62396,50032,112428,194354,86664,107690,323691,6265
