GEOID,NAME,B01003_001E,C17002_001E,B23025_005E,B15003_016E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B25024_001E,B25033_001E,B25014_001E,B25044_001E,POV,UNEMP,PCI,NOHSDP,SNGPNT,MUNIT,MOBILE,CROWD,NOVEH,GROUPQ,MINORITY,NTVAMRCN,Occurrence
13067,"Cobb County, Georgia",762500,750787,20806,5498,160192,68506,15023,9328,306434,752204,287426,287426,0.086059028725857,0.049217594947189136,44448,0.06022434201985327,0.3016278662699107,0.16506653961375042,0.011825249533371267,0.01916319330888646,0.03480200121074642,0.013502950819672132,0.4985836065573771,0.001997377049180328,1
13089,"DeKalb County, Georgia",758634,745752,27858,9305,135676,70052,19352,14503,323092,746774,286068,286068,0.13503014406934208,0.06692274984325115,39994,0.07486551795787388,0.4307275235993849,0.22954143092369975,0.006467820250838942,0.025444999091125187,0.07933078848385698,0.015633362069192785,0.709168057324085,0.008133039120313617,1
13121,"Fulton County, Georgia",1054286,1021572,32148,9315,235791,118397,32106,16229,487896,1019778,441958,441958,0.1286438939203502,0.05494051016676294,52842,0.054613823564521935,0.39762270998167065,0.3322224408480496,0.008626387311748243,0.02044085637096738,0.10591730435923775,0.032731156441421015,0.6105231407796367,0.0023902432546766246,1
13135,"Gwinnett County, Georgia",948505,941554,20087,14598,151593,59899,12686,9514,326458,943639,313172,313172,0.10514744773002929,0.040576437103189436,33870,0.09717146820702582,0.2810802679936254,0.13295125253478243,0.020601098513308585,0.028786098374056428,0.0304593003205906,0.005130178544129973,0.6493682162982799,0.005250367683881476,1
17031,"Cook County, Illinois",5265398,5179874,203970,81156,869960,439038,119333,61600,2253936,5176131,2044658,2044658,0.13481389701757224,0.07264569295486009,41706,0.09807042076713313,0.3801710353129725,0.23764206259627602,0.00806239254763838,0.031573006341402816,0.17478473172530565,0.01695351424526693,0.5836738267458604,0.004342881582740754,1
17043,"DuPage County, Illinois",934094,921231,24839,9133,195225,95626,21972,12526,364157,921130,347385,347385,0.06105851843891489,0.04812509929591928,50344,0.050912148746817376,0.20266257928933618,0.17940888133414984,0.002037714546263828,0.02385825524993883,0.04079047742418354,0.013878688868572114,0.34557656938166825,0.0023573644622489815,1
17161,"Rock Island County, Illinois",144694,139680,4694,1533,14972,6627,1140,707,66667,139818,60694,60694,0.14689289805269187,0.06570548712206047,31715,0.09435005529305318,0.40650693730729703,0.11728441357793211,0.0207269450285371,0.014218868421919795,0.08834481167825485,0.03369870208854548,0.2944904418980746,0.0028335660082657193,1
18097,"Marion County, Indiana",969542,950293,28287,13410,134707,52137,14765,7573,434596,954247,388366,388366,0.15913618220906606,0.05603094805148501,31668,0.11006829014455821,0.444402258393039,0.13642555384771143,0.018163012301846377,0.018559812135974827,0.08339041007709223,0.015775489870474925,0.4655971582458521,0.001857578114202376,1
19153,"Polk County, Iowa",488871,480175,12016,3317,84884,27195,7097,4333,207688,480318,195263,195263,0.10098818139220075,0.044250492551879066,38475,0.06488976191282558,0.32148756064829154,0.19114248295520203,0.02382588201982853,0.02409058551799368,0.05747632680026426,0.017495412900335672,0.23792370584469114,0.0022787197440633624,1
20091,"Johnson County, Kansas",605154,599517,10547,3591,140396,65932,15904,8917,248854,600619,237949,237949,0.051461426448290874,0.030787059335219028,51663,0.028549984404242057,0.19553319270902683,0.11991770274940326,0.0063134865863384276,0.01365838898251306,0.03054436034612459,0.007493960215085747,0.21256903201499122,0.0022820637391473904,1
20173,"Sedgwick County, Kansas",520467,513316,14734,6445,67632,28963,5491,3548,222437,514824,200871,200871,0.13200056105790586,0.055695628343004025,32302,0.08544167399788627,0.35257317757970247,0.11327252210738321,0.03326573741705904,0.026220808379507247,0.061392635074251634,0.010842185959916767,0.33088937435034305,0.00833674373207139,1
21111,"Jefferson County, Kentucky",780449,764034,21709,7750,112266,53937,13748,9087,354062,764719,323293,323293,0.1373760853574579,0.05261920459172791,36533,0.07312490744854139,0.4084425036390102,0.12566160728911885,0.013372232153248448,0.01897040764878918,0.092225937462302,0.020155064584617317,0.34075128547797484,0.00109167927692905,1
23005,"Cumberland County, Maine",300776,292581,6109,1903,66136,29931,8400,4760,148178,292469,125986,125986,0.07832360953035228,0.035273399156995205,45704,0.03465730311459714,0.24020404731206907,0.08871762339888513,0.03287185992361583,0.01138221707173813,0.06978553172574731,0.027618559991488684,0.11312737718434984,0.0017022634784690269,1
24003,"Anne Arundel County, Maryland",584064,568465,13663,5580,98974,56563,9905,7540,231310,568545,218682,218682,0.05637814113445858,0.04393275841002193,51113,0.05211779703473696,0.26967957763226735,0.12839479486403527,0.013444846054402026,0.016101005112446384,0.03717727110598952,0.026570718277449046,0.33948505643217186,0.0034602372342756958,1
24005,"Baltimore County, Maryland",850702,830134,24236,11392,133305,74495,19764,11069,348239,830423,326932,326932,0.09264407914866757,0.05344270609378273,43290,0.06469325553539451,0.3601637339493172,0.18188657789621496,0.006624334826949639,0.017835513195404547,0.07829762764122203,0.023837959708570097,0.44645951226163805,0.0026954209582203876,1
24021,"Frederick County, Maryland",267498,262658,6135,2285,43460,25763,3698,4193,101980,262712,97615,97615,0.06632959970760456,0.04179012976397262,46615,0.058119274098101914,0.26687965219682497,0.10419690135320651,0.007715673437071775,0.011893663883624443,0.037483993238744046,0.01789172255493499,0.2882937442522935,0.0017794525566546292,1
24025,"Harford County, Maryland",259162,257375,5739,2476,39115,22337,3668,2825,102686,257562,97468,97468,0.0677144244779019,0.040668381555730354,45023,0.04894193104519684,0.26180089385872757,0.10474650877432172,0.026098570441291807,0.014568884146591701,0.04270119423810892,0.006173744607619944,0.25345536768507726,0.001169152885068027,1
24027,"Howard County, Maryland",329248,326236,6816,2517,68260,50945,10854,11605,122208,326753,118037,118037,0.055039909758579676,0.03806035156686248,58560,0.03495687604893061,0.20692533939557406,0.18021733438072793,0.011286812974938255,0.015266399518794955,0.03852181942950092,0.007577874429001846,0.5034776217319468,0.0025300077752940034,1
24031,"Montgomery County, Maryland",1057201,1048143,28727,12323,198678,143361,47581,46284,401942,1049014,383308,383308,0.07043313746311333,0.04855141782241136,59384,0.07078625335485556,0.24979737873169586,0.27855760283822045,0.0014375403950757568,0.03364918029365419,0.07353877299717199,0.007744033537614891,0.5765393714156533,0.003576424918251118,1
24033,"Prince George's County, Maryland",957767,935655,36437,13704,128155,75975,12308,11660,356061,939343,337366,337366,0.09229790895148318,0.06756626452404882,40643,0.1067226594853784,0.44349982465808324,0.22796093927725866,0.005437843258532826,0.04376256054255616,0.09380316925831293,0.019236411361009516,0.8792764837376941,0.0035112924124552215,1
24510,"Baltimore city, Maryland",592211,569917,22274,9620,71550,46701,13160,10519,293718,568017,244893,244893,0.20309624032973222,0.07443374347526784,34378,0.11350402961477657,0.599354098273147,0.17741166697308303,0.0015562914490235328,0.019241056298056704,0.26997913374412497,0.04085368221799325,0.7265163936502361,0.0028807300100808664,1
25009,"Essex County, Massachusetts",804598,787960,24428,8593,137282,70082,12938,10306,325228,786987,307959,307959,0.09859510635057617,0.054985324041560875,46263,0.08722956210181132,0.347020373051596,0.14604216119153332,0.00337108490991592,0.028503794336259047,0.10269548868518212,0.021887949013047508,0.3197870240791053,0.002341541987427262,1
25013,"Hampden County, Massachusetts",466265,452068,15024,6252,54293,27432,5113,3068,196596,451920,183309,183309,0.15868409177380394,0.06591179296396875,33375,0.11904179063257136,0.4828791784510379,0.1104956357199536,0.011187820853248362,0.018247876536340277,0.1265513422690648,0.03076576624880701,0.39101798333565674,0.0021790183693822184,1
